time pitch RMS intensity loudness no speaking laughingAndSpeaking smallLaugh bigLaugh
11.92 140.359 0.000411 26.460 2.470 1 0 0 0 0
11.96 140.519 0.000378 25.169 2.441 1 0 0 0 0
12.00 140.679 0.000454 26.377 2.287 1 0 0 0 0
12.04 140.839 0.000325 24.630 2.177 1 0 0 0 0
12.08 141.000 0.000339 23.242 2.046 0 1 0 0 0
12.12 141.160 0.000238 18.389 1.737 0 1 0 0 0
12.16 141.320 0.000210 31.359 1.634 0 1 0 0 0
12.20 141.480 0.004831 39.032 1.803 0 1 0 0 0
12.24 141.640 0.001006 34.656 2.084 0 1 0 0 0
12.28 141.837 0.010849 60.680 5.685 0 1 0 0 0
12.32 143.683 0.025997 58.969 12.377 0 1 0 0 0
12.36 149.802 0.008144 42.500 5.481 0 1 0 0 0
12.40 154.061 0.003892 50.964 6.624 0 1 0 0 0
12.44 158.060 0.018929 60.773 10.930 0 1 0 0 0
12.48 155.082 0.011088 52.546 9.711 0 1 0 0 0
12.52 162.038 0.013381 60.468 11.516 0 1 0 0 0
12.56 172.633 0.032137 62.278 17.632 0 1 0 0 0
12.60 184.123 0.012318 47.404 9.942 0 1 0 0 0
12.64 192.123 0.003717 48.561 7.864 0 1 0 0 0
12.68 197.145 0.020509 64.939 10.863 0 1 0 0 0
12.72 177.955 0.034171 64.498 18.528 0 1 0 0 0
12.76 166.337 0.030495 55.400 15.195 0 1 0 0 0
12.80 157.711 0.008592 55.410 10.291 0 1 0 0 0
12.84 158.465 0.020716 60.847 14.225 0 1 0 0 0
12.88 157.878 0.020672 60.232 14.465 0 1 0 0 0
12.92 158.961 0.037524 66.877 18.762 0 1 0 0 0
12.96 160.185 0.037109 61.480 18.814 0 1 0 0 0
13.00 163.522 0.011174 54.170 13.429 0 1 0 0 0
13.04 166.327 0.014751 59.043 13.919 0 1 0 0 0
13.08 162.681 0.020967 59.824 16.003 0 1 0 0 0
13.12 157.862 0.017981 61.379 15.497 0 1 0 0 0
13.16 155.556 0.022800 54.782 14.579 0 1 0 0 0
13.20 161.427 0.002370 34.124 3.505 0 1 0 0 0
13.24 165.515 0.002246 51.188 5.152 0 1 0 0 0
13.28 181.404 0.026879 62.304 11.320 0 1 0 0 0
13.32 217.311 0.012267 55.377 7.863 0 1 0 0 0
13.36 217.544 0.008309 46.400 6.089 0 1 0 0 0
13.40 217.675 0.003893 45.360 5.959 0 1 0 0 0
13.44 217.837 0.003742 46.202 6.241 0 1 0 0 0
13.48 216.522 0.010493 58.383 7.077 0 1 0 0 0
13.52 210.268 0.016921 56.479 8.289 0 1 0 0 0
13.56 205.645 0.008629 48.116 5.600 0 1 0 0 0
13.60 203.031 0.002954 36.340 2.952 0 1 0 0 0
13.64 200.417 0.000731 21.406 1.895 0 1 0 0 0
13.68 197.803 0.000157 16.894 1.670 0 1 0 0 0
13.72 195.190 0.000147 19.128 1.618 0 1 0 0 0
13.76 192.576 0.000414 23.715 1.606 0 1 0 0 0
13.80 189.962 0.000200 20.626 1.605 0 1 0 0 0
13.84 187.348 0.000174 19.245 1.603 0 1 0 0 0
13.88 184.734 0.000179 23.291 1.602 0 1 0 0 0
13.92 182.121 0.002094 35.749 1.884 0 1 0 0 0
13.96 179.507 0.000231 16.464 1.663 0 1 0 0 0
14.00 176.893 0.000167 19.629 1.616 0 1 0 0 0
14.04 173.675 0.000512 32.732 2.075 0 1 0 0 0
14.08 165.411 0.009206 61.705 5.976 0 1 0 0 0
14.12 153.839 0.052059 67.540 20.757 0 1 0 0 0
14.16 163.544 0.027020 49.489 12.359 0 1 0 0 0
14.20 169.032 0.007998 52.280 8.468 0 1 0 0 0
14.24 175.788 0.008311 54.617 8.085 0 1 0 0 0
14.28 186.274 0.023943 63.943 14.413 0 1 0 0 0
14.32 190.882 0.027997 59.118 14.664 0 1 0 0 0
14.36 182.456 0.007246 45.678 6.473 0 1 0 0 0
14.40 176.590 0.004650 52.470 5.813 0 1 0 0 0
14.44 167.220 0.020767 59.626 11.731 0 1 0 0 0
14.48 158.375 0.016542 56.059 11.183 0 1 0 0 0
14.52 150.686 0.025804 63.935 13.939 0 1 0 0 0
14.56 147.071 0.026387 62.343 14.756 0 1 0 0 0
14.60 144.627 0.024845 58.754 14.076 0 1 0 0 0
14.64 143.510 0.012125 52.389 10.726 0 1 0 0 0
14.68 142.720 0.009114 55.857 11.477 0 1 0 0 0
14.72 142.004 0.019102 58.956 14.773 0 1 0 0 0
14.76 137.926 0.012296 54.013 11.434 0 1 0 0 0
14.80 134.433 0.015091 58.564 11.611 0 1 0 0 0
14.84 133.064 0.013548 46.445 8.013 0 1 0 0 0
14.88 132.290 0.001253 29.455 2.412 0 1 0 0 0
14.92 131.337 0.004582 52.968 4.756 0 1 0 0 0
14.96 130.259 0.011164 52.762 7.696 0 1 0 0 0
15.00 130.688 0.005877 46.219 5.467 0 1 0 0 0
15.04 130.931 0.002325 39.370 4.090 0 1 0 0 0
15.08 131.174 0.002108 38.155 4.906 0 1 0 0 0
15.12 131.416 0.001192 35.138 3.238 0 1 0 0 0
15.16 131.659 0.003233 43.236 3.312 0 1 0 0 0
15.20 131.902 0.001659 31.970 2.238 0 1 0 0 0
15.24 132.145 0.000411 15.700 1.734 0 1 0 0 0
15.28 132.387 0.000102 14.837 1.634 0 1 0 0 0
15.32 132.630 0.000135 19.537 1.642 1 0 0 0 0
15.36 132.873 0.000267 24.550 1.674 1 0 0 0 0
15.40 133.115 0.000232 20.644 1.754 1 0 0 0 0
15.44 133.358 0.000246 21.607 1.807 1 0 0 0 0
15.48 133.601 0.000209 20.737 1.856 1 0 0 0 0
15.52 133.844 0.000214 20.160 1.882 1 0 0 0 0
15.56 134.086 0.000198 20.220 1.877 1 0 0 0 0
15.60 134.329 0.000230 21.232 1.831 1 0 0 0 0
15.64 134.572 0.000194 21.032 1.756 1 0 0 0 0
15.68 134.814 0.000351 24.273 1.710 1 0 0 0 0
15.72 135.057 0.000252 22.765 1.731 1 0 0 0 0
15.76 135.300 0.000251 18.248 1.653 1 0 0 0 0
15.80 135.542 0.000207 18.546 1.647 1 0 0 0 0
15.84 135.785 0.000166 17.672 1.626 1 0 0 0 0
15.88 136.028 0.000181 18.724 1.620 1 0 0 0 0
15.92 136.271 0.000149 17.821 1.614 1 0 0 0 0
15.96 136.513 0.000159 17.692 1.618 1 0 0 0 0
16.00 136.756 0.000237 23.195 1.610 1 0 0 0 0
16.04 136.999 0.000262 19.595 1.608 1 0 0 0 0
16.08 137.241 0.000238 20.345 1.606 1 0 0 0 0
16.12 137.484 0.000165 17.049 1.603 1 0 0 0 0
16.16 137.727 0.000203 16.820 1.602 1 0 0 0 0
16.20 137.970 0.000110 13.937 1.601 1 0 0 0 0
16.24 138.212 0.000099 14.234 1.601 1 0 0 0 0
16.28 138.455 0.000124 15.807 1.601 1 0 0 0 0
16.32 138.698 0.000110 15.605 1.601 1 0 0 0 0
16.36 138.940 0.000136 17.968 1.601 1 0 0 0 0
16.40 139.183 0.000126 15.895 1.600 1 0 0 0 0
16.44 139.426 0.000109 14.961 1.601 1 0 0 0 0
16.48 139.669 0.000104 13.948 1.600 1 0 0 0 0
16.52 139.911 0.000098 15.215 1.600 1 0 0 0 0
16.56 140.154 0.000183 18.707 1.600 1 0 0 0 0
16.60 140.397 0.000107 13.859 1.600 1 0 0 0 0
16.64 140.639 0.000088 12.695 1.600 0 1 0 0 0
16.68 140.882 0.000091 13.333 1.600 0 1 0 0 0
16.72 141.125 0.000113 14.835 1.600 0 1 0 0 0
16.76 141.368 0.000124 14.415 1.600 0 1 0 0 0
16.80 141.610 0.000113 20.371 1.600 0 1 0 0 0
16.84 141.853 0.002417 48.103 2.546 0 1 0 0 0
16.88 142.152 0.008496 55.930 6.349 0 1 0 0 0
16.92 142.568 0.017680 60.073 11.307 0 1 0 0 0
16.96 142.221 0.020702 60.879 15.192 0 1 0 0 0
17.00 140.446 0.022379 59.830 16.163 0 1 0 0 0
17.04 140.715 0.015759 55.998 13.322 0 1 0 0 0
17.08 143.529 0.010197 45.578 8.541 0 1 0 0 0
17.12 145.120 0.001332 27.553 2.912 0 1 0 0 0
17.16 146.712 0.000309 17.969 1.906 0 1 0 0 0
17.20 148.303 0.000170 18.890 1.758 0 1 0 0 0
17.24 149.894 0.000161 17.154 1.679 0 1 0 0 0
17.28 151.485 0.000135 15.128 1.636 0 1 0 0 0
17.32 153.077 0.000112 14.180 1.612 0 1 0 0 0
17.36 154.668 0.000103 15.457 1.604 0 1 0 0 0
17.40 156.259 0.000183 26.951 1.601 0 1 0 0 0
17.44 157.850 0.005122 53.624 4.356 0 1 0 0 0
17.48 159.442 0.012085 52.549 7.243 0 1 0 0 0
17.52 161.401 0.006609 53.868 5.239 0 1 0 0 0
17.56 164.428 0.031875 66.326 12.629 0 1 0 0 0
17.60 166.225 0.033314 57.026 12.975 0 1 0 0 0
17.64 165.645 0.007360 51.843 8.106 0 1 0 0 0
17.68 165.429 0.014729 61.328 11.637 0 1 0 0 0
17.72 166.827 0.026023 62.455 17.577 0 1 0 0 0
17.76 168.512 0.022199 62.186 18.011 0 1 0 0 0
